title,company,location,link
[유명생보사] 통계분석 모델링 담당자,㈜에프앤이그재제큐티브,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=1a282f7477ebb853&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
경험최적화파트 - 데이터 사이언티스트/분석가,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=c6e0b428a62c7eaa&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
[TmaxAI/기술] 기술지원 엔지니어,티맥스소프트,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=94bbaed0e8988ea6&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
"영상관제 및 스마트시티 보안 솔루션 개발 (C,C++)",비에이블컨설팅그룹,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=4d053dbdab29e5e2&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
메가스터디 IT아카데미 신촌캠퍼스 교육부 웹학과 강사,커리어게이트,서울 마포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=18d1f33151943c2c&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
보안 개발자 모집,넷마블,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=b9a9af798e9d24a5&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
[CX유닛] CXPO실 Business Analyst,야놀자,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=5350583c20f44852&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
Lead Technical Solutions Engineer,MightyHive,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=ae2c6294bc277408&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
스크립트 개발 프로그래머,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=d56db98820a1324c&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
[ 2020 YG ENTERTAINMENT ] 정보관리 경력 (IT시스템 개발) - 상시 채용,YG 엔터테인먼트,서울 합정동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=dab3f72b35f4bc7e&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
SI 신입/경력,이엔유,대전 유성구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=3caf63f1108ba3ca&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
[전문연구요원] 컴퓨터비전/딥러닝/SLAM 영상처리 (경력2년),큐픽스,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=351fbfd6c5264e50&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
(병역특례 보충역 00명 ) 모니터링 / 운영 툴 개발,아이앤아이소프트,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=5e6e506c2395c21b&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
8퍼센트 개발자 (신입/경력),8퍼센트,서울 종로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=8af26b37623864c4&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
Data Architect,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=5d9a7b29a92fc3da&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
위시켓과 함께할 서버개발자님,위시켓,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=a3a65a4d59061430&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
프로그램 개발자,지오로그,안양 동안구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=a8e330f542785ecf&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
GNI 소프트웨어 개발자,KAN,울산 북구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=b2ebc1da56d8b120&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
"Java, Python 영상툴 개발자",에이아이메이커,서울 마곡동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=cae2de07045cfb2b&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
Data Scientist,Soomgo,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=917cc06120add6e1&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
게임이상탐지팀 서비스 개발자,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=e787fde04b998e1a&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
SW개발자 0명 자동화 산업장비 제조업,자동화 산업장비 제조업,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=80e215cfdccb251c&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
[스타트업] 공동구매 플랫폼 (경력/신입),플레이미션,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=e870bec21c9bfa7e&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
Cloud Solution Engineer (AppDev),Oracle,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=f918ce26d091455c&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
네이버 일본 맛집 서비스 CONOMI 머신러닝 개발자,네이버,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=feac8a234b715106&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
[퇴직기술인력 중소기업활용]㈜오픈놀 웹개발자 경력자 안내,오픈놀,서울 마포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=429dbaa8bac68f79&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
8퍼센트 경력 개발자,8퍼센트,서울 종로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=464ef95516a5fa5c&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
데이터 분석 및 지표 구축,아프리카TV,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=613678e409e8667c&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
Data Specialist (Scientist&&Engineer),아우름플래닛,서울 마포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=dd4d8e59a4a9265d&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
자연어처리전문가 금융챗봇 만들어 갈 엔지니어,파운트,서울 충정로역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=a50fce6cc2cb57c9&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
qe 소프트웨어 엔지니어,에이치알 코리아,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=85687b250386c4be&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
"비컴솔루션 클라우드 기반 경력직 / REST API, Spring Boot",비컴솔루션,경기도 이천,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=4ac0bc9d6ede7106&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
신규MMORPG 프로젝트 TA,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=653076b96698fd08&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
[AI Lab] AI 백엔드 엔지니어,버즈니,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=39d1abf861dbdb6e&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
인프라 플랫폼 개발자,NHN godo,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=c8a7c9c4022a3544&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
[정보보안] 보안분석 플랫폼 개발 및 운영 담당자,한국카카오은행,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=94bf3c1c1c64fc87&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
[메가존] 오라클 클라우드 아키텍트,메가존,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=a57f408f00946723&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
Cloud Support Eng. II (Lin),Amazon Web Services Korea LLC,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=a90457066bb577a4&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
Cloud Support Eng. II (DMS),Amazon Web Services Korea LLC,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=7f38721257646550&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
[NHN godo] 인프라 플랫폼 개발자,엔에이치엔고도,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=212d5a9db145fc34&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
Data Center Technician,Amzn Corporate Services Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=91e0cff49b6a9df6&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
게임 데이터 분석가,쿡앱스,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=98a7e11e153b9fdb&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
"[기술플랫폼실] 빅데이터, 하둡(Hadoop) 플랫폼 운영 엔지니어 영입",카카오페이,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=c602dd4006495fae&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
대체투자본부 및 금융컨설팅본부 신입 및 경력직원,KIS채권평가,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=7f1c558e130adafd&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
"MVP 개발 엔지니어(서버, 웹프론트) (정규직, 계약직, 프리랜서)",더테스터,대전 중구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=1748baa27965fdbf&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
데이터분석가(팀장급),리디,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=d556a5075a39acee&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
데이터 분석가(팀원급),리디,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=2c01efd167df86c4&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
[카카오커머스] 기술직군,카카오커머스,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=665e5885dfd75df4&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
[빅데이터플랫폼] 데이터 플랫폼 엔지니어링 담당자,한국카카오은행,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=6f33a670e47e8440&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
[기업부설연구소] 소프트웨어 개발자,삼정산업,포항 북구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=5813fa93662a746c&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
글로벌 여행 스타트업 Trazy - 백엔드 개발자 (Python),트레이지(Trazy),서울 중구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=7c3e870969914d57&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
Data Engineer,NHN godo,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=3a8cf7e51ca14e44&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
[(주)케이엠에듀] AI(인공지능) 개발자 및 빅데이터 분석 플랫폼 개발 및 운영자,케이엠에듀,서울 금천구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=Bepro-Company&t=Frontend+Developer&jk=5a40c1062c719241&sjdu=q7yxxeHj5IC7xEw8iiZPOvqrOyNp5Ca64GLYvYu5pCmkYovfKYpuig3oeKEc_-oL6UFVzjNLJruSiqbsXo_Pz7kQcm6LRT0v28lNCaiyzLc&tk=1edj3tkhk0ukc001&adid=344383299&vjs=3
